rxcui,ndc,ndc_source
106258,71101002101,current
106258,71101022001,current
106258,71205057101,current
106258,71399014001,current
106258,71399018001,current
106258,71399018002,current
106258,71399124601,current
106258,71927001801,current
106258,71927003101,current
106258,71927003102,current
106258,71927003103,current
106258,71927003201,current
106258,71927003202,current
106258,71927003203,current
106258,71927003301,current
106258,71927003302,current
106258,72162176302,current
106258,72162228302,current
106258,72162228304,current
106258,72189020928,current
106258,72288036964,current
106258,72288097316,current
106258,73141062228,current
106258,73141062254,current
106258,73408093373,current
106258,73408093773,current
106258,73408098173,current
106258,76986001901,current
106258,76986001902,current
106258,79481001801,current
106258,79481001802,current
106258,79481031900,current
106258,79481031901,current
106258,79481097300,current
106258,79503020230,current
106258,79903009101,current
106258,79903009104,current
106258,79903009201,current
106258,80489000101,current
106258,80489000102,current
106258,80489008801,current
106258,80489008802,current
106258,80684003801,current
106258,80684014500,current
106258,80684014600,current
106258,80684015100,current
106258,80684019700,current
106258,81335053215,current
106258,81370003658,current
106258,82280047802,current
106258,82280047803,current
106258,82895071630,current
106258,82942100301,current
106258,83324004601,current
106258,83324004701,current
106258,83324029701,current
106258,83324032901,current
106258,83838041501,current
106258,84269450601,current
106258,84387000501,current
106258,84722303100,current
106258,84722303101,current
106258,84956001101,current
106258,85248010401,current
106258,85248012601,current
106258,85248015701,current
106258,85248018101,current
106258,85402000101,current
106258,85766015128,current
106258,85766016610,current
106258,85766016625,current
106258,86173000504,current
106258,86173000516,current
106258,87083000301,current
106258,87184089900,current
106258,87236000301,current
106258,87236000409,current
106258,87681000801,current
106258,87686000101,current
106892,00002871501,current
106892,00002871517,current
108515,00469301601,current
141918,00068072306,historical
141918,00068072330,historical
141918,00068072361,historical
141918,00068072365,historical
141918,00172424660,historical
141918,00172424670,historical
141918,00536311401,historical
141918,00536311405,historical
141918,17022004553,historical
141918,52493027320,historical
141918,52493027360,historical
141918,52728041003,historical
141918,53002040900,historical
141918,53002040910,historical
141918,53002040914,historical
141918,53002040915,historical
141918,53002040920,historical
141918,53002040930,historical
141918,53002040940,historical
141918,53002040950,historical
141918,53002040960,historical
141918,53492102901,historical
141918,53506021920,historical
141918,60491057930,historical
141918,60491057934,historical
141962,00069305050,historical
141962,00069305086,historical
141962,51129930501,historical
141962,60491072206,historical
197319,00378013701,current
197319,00378013710,current
197319,00591554301,current
197319,00591554310,current
197319,00603211502,current
197319,00603211504,current
197319,00603211521,current
197319,00603211528,current
197319,00603211532,current
197319,00603211593,current
197319,00615838505,current
197319,00615838539,current
197319,00904704161,current
197319,14445017000,current
197319,14445017001,current
197319,14445017005,current
197319,14445017030,current
197319,16571088301,current
197319,16571088309,current
197319,16571088310,current
197319,16571088350,current
197319,16714004107,current
197319,16714004110,current
197319,16714004112,current
197319,16714057601,current
197319,16714057602,current
197319,16714057603,current
197319,16714057604,current
197319,16729013401,current
197319,16729013410,current
197319,16729013416,current
197319,16729013417,current
197319,23155069301,current
197319,23155069310,current
197319,29300034901,current
197319,29300034905,current
197319,29300034910,current
197319,31722025201,current
197319,31722025205,current
197319,31722025210,current
197319,31722025290,current
197319,43063079320,current
197319,43063079360,current
197319,43063079390,current
197319,43063093501,current
197319,43063097520,current
197319,43063097590,current
197319,43353050160,current
197319,43353050180,current
197319,48433000201,current
197319,48433000220,current
197319,50090254403,current
197319,50090254404,current
197319,50090376003,current
197319,50090376004,current
197319,50090466203,current
197319,50090466204,current
197319,50090516803,current
197319,50090516804,current
197319,50090671503,current
197319,50090671504,current
197319,50090671600,current
197319,50090769603,current
197319,50090769604,current
197319,50090769700,current
197319,50090779100,current
197319,50090779101,current
197319,50090783200,current
197319,50090783201,current
197319,50090783300,current
197319,50742013501,current
197319,50742013510,current
197319,51079020501,current
197319,51079020520,current
197319,51655008252,current
197319,51655052352,current
197319,51655054626,current
197319,51655054652,current
197319,51655094526,current
197319,51655094552,current
197319,52959047300,current
197319,52959047330,current
197319,53401001960,current
197319,53401001980,current
197319,53489015601,current
197319,53489015602,current
197319,53489015605,current
197319,53489015610,current
197319,55111072901,current
197319,55111072910,current
197319,55154233800,current
197319,55154553400,current
197319,57664043413,current
197319,57664043418,current
197319,57664043488,current
197319,59651028501,current
197319,59651028599,current
197319,60687067701,current
197319,60687067711,current
197319,60760013490,current
197319,60760065690,current
197319,60760071090,current
197319,61919074830,current
197319,61919074890,current
197319,62135051631,current
197319,62135051690,current
197319,62584098880,current
197319,62584098885,current
197319,63187046330,current
197319,63187046360,current
197319,63187046390,current
197319,63304053901,current
197319,63304053910,current
197319,63629167501,current
197319,63629167502,current
197319,63629167503,current
197319,63629167504,current
197319,63629211101,current
197319,63739041010,current
197319,66267066530,current
197319,66267066560,current
197319,66267066590,current
197319,67296189703,current
197319,67544073630,current
197319,67544073660,current
197319,67544073674,current
197319,67544073680,current
197319,67544098830,current
197319,67544098860,current
197319,67544098880,current
197319,67877012201,current
197319,67877012210,current
197319,68071299703,current
197319,68071299709,current
197319,68071380303,current
197319,68071387101,current
197319,68788402701,current
197319,68788402703,current
197319,68788402706,current
197319,68788402709,current
197319,68788833701,current
197319,68788833703,current
197319,68788833706,current
197319,68788833709,current
197319,68788845801,current
197319,68788845803,current
197319,68788845806,current
197319,68788845809,current
197319,68788872701,current
197319,68788872703,current
197319,68788872706,current
197319,68788872709,current
197319,69315029101,current
197319,69315029105,current
197319,69315029110,current
197319,69967000801,current
197319,69967000803,current
197319,70518047601,current
197319,70518167801,current
197319,70518366000,current
197319,70518366001,current
197319,70518366002,current
197319,70518406200,current
197319,70518406201,current
197319,70518441200,current
197319,70710120900,current
197319,70710120901,current
197319,70771112600,current
197319,70771112601,current
197319,70934007230,current
197319,70934007290,current
197319,70934029590,current
197319,71205020830,current
197319,71205020860,current
197319,71205020890,current
197319,71335046701,current
197319,71335046702,current
197319,71335046703,current
197319,71335046704,current
197319,71335046705,current
197319,71335046706,current
197319,71335165601,current
197319,71335165602,current
197319,71335165603,current
197319,71335165604,current
197319,71335165605,current
197319,71335165606,current
197319,71335234701,current
197319,71335234702,current
197319,71335234703,current
197319,71335234704,current
197319,71335234705,current
197319,71335234706,current
197319,71335241601,current
197319,71335241602,current
197319,71335241603,current
197319,71335241604,current
197319,71335241605,current
197319,71335241606,current
197319,71335254201,current
197319,71335254202,current
197319,71335254203,current
197319,71335254204,current
197319,71335254205,current
197319,71335254206,current
197319,71335274401,current
197319,71335274402,current
197319,71335274403,current
197319,71335274404,current
197319,71335274405,current
197319,71335274406,current
197319,71335277501,current
197319,71335277502,current
197319,71335277503,current
197319,71335277504,current
197319,71335277505,current
197319,71335277506,current
197319,71335964101,current
197319,71335964102,current
197319,71335964103,current
197319,71335964104,current
197319,71335964105,current
197319,71335964106,current
197319,71610019430,current
197319,71610019460,current
197319,71610019480,current
197319,71610019760,current
197319,71610019780,current
197319,71610067653,current
197319,71610067660,current
197319,71610067680,current
197319,71610067830,current
197319,71610067860,current
197319,71610067880,current
197319,71610094960,current
197319,71610094980,current
197319,71921024001,current
197319,71921024033,current
197319,71921024050,current
197319,71921024060,current
197319,72162114900,current
197319,72189043730,current
197319,72189043790,current
197319,72865030301,current
197319,72865030305,current
197319,72865030310,current
197319,72865030390,current
197319,82638011201,current
197319,82638011202,current
197319,82638011203,current
197319,82638011204,current
197378,50458051001,historical
197378,50458051010,historical
197378,50458051013,historical
197379,00093075301,current
197379,00093075305,current
197379,00378075701,current
197379,00378075710,current
197379,00378075793,current
197379,00781150701,current
197379,00781150710,current
197379,00781522901,current
197379,00781522910,current
197379,13411017601,current
197379,13411017603,current
197379,13411017606,current
197379,13411017609,current
197379,13411017610,current
197379,29300041201,current
197379,29300041205,current
197379,29300041210,current
197379,33358003900,current
197379,33358003930,current
197379,43353098660,current
197379,48433000601,current
197379,48433000620,current
197379,50090341000,current
197379,50090341003,current
197379,50090341005,current
197379,50090526600,current
197379,50090526603,current
197379,50090526605,current
197379,50090573800,current
197379,50090573803,current
197379,50090573805,current
197379,50090631100,current
197379,50090631103,current
197379,50090631105,current
197379,50742010301,current
197379,50742010310,current
197379,51079068501,current
197379,51079068520,current
197379,51655010426,current
197379,51655010452,current
197379,51655073626,current
197379,51655073652,current
197379,51655092952,current
197379,52959025860,current
197379,52959025890,current
197379,55700066190,current
197379,58864071730,current
197379,60429002610,current
197379,60429002690,current
197379,60760064290,current
197379,61919085430,current
197379,61919085490,current
197379,63304062301,current
197379,63304062310,current
197379,63629262601,current
197379,63629262602,current
197379,63629262603,current
197379,63629262604,current
197379,64980043901,current
197379,64980043910,current
197379,65841002401,current
197379,65841002410,current
197379,65841002416,current
197379,65841002440,current
197379,65862017001,current
197379,65862017099,current
197379,66267002930,current
197379,66267002960,current
197379,66267002990,current
197379,66267002991,current
197379,66267002992,current
197379,67046107603,current
197379,67544033260,current
197379,68071385103,current
197379,68071385106,current
197379,68071385109,current
197379,68071475109,current
197379,68071516201,current
197379,68382002401,current
197379,68382002410,current
197379,68382002416,current
197379,68382002440,current
197379,68788411201,current
197379,68788411203,current
197379,68788411206,current
197379,68788411209,current
197379,68788753501,current
197379,68788753503,current
197379,68788753506,current
197379,68788753509,current
197379,70518088200,current
197379,70518088202,current
197379,70518409900,current
197379,71335126401,current
197379,71335126402,current
197379,71335126403,current
197379,71335126404,current
197379,71335126405,current
197379,71335126406,current
197379,71335126407,current
197379,71335253101,current
197379,71335253102,current
197379,71335253103,current
197379,71335253104,current
197379,71335253105,current
197379,71335253106,current
197379,71335253107,current
197379,71335277401,current
197379,71335277402,current
197379,71335277403,current
197379,71335277404,current
197379,71335277405,current
197379,71335277406,current
197379,71335277407,current
197379,72162232600,current
197379,72162232609,current
197379,72189015230,current
197379,72189015290,current
197379,75834028300,current
197379,83980002401,current
197379,83980002410,current
197379,83980002497,current
197379,87063017901,current
197379,87063017930,current
197379,87063017960,current
197379,87063017990,current
197380,00093078701,current
197380,00093078710,current
197380,00378021801,current
197380,00378021810,current
197380,00615837205,current
197380,00615837230,current
197380,00615837239,current
197380,00781107801,current
197380,00781107810,current
197380,00781522001,current
197380,00781522010,current
197380,00904718761,current
197380,29300041001,current
197380,29300041005,current
197380,29300041010,current
197380,33358003700,current
197380,33358003730,current
197380,33358003760,current
197380,43063080501,current
197380,43063080530,current
197380,43063080590,current
197380,43063095230,current
197380,43063095290,current
197380,43353083330,current
197380,43353083345,current
197380,43353083360,current
197380,43353083380,current
197380,48433000401,current
197380,48433000420,current
197380,50090341100,current
197380,50090341102,current
197380,50090341104,current
197380,50090341105,current
197380,50090540800,current
197380,50090540802,current
197380,50090540805,current
197380,50090624100,current
197380,50090624102,current
197380,50090624105,current
197380,50090693500,current
197380,50090760300,current
197380,50742010101,current
197380,50742010110,current
197380,51079075901,current
197380,51079075917,current
197380,51079075919,current
197380,51079075920,current
197380,51079075963,current
197380,51655049125,current
197380,51655053325,current
197380,51655053326,current
197380,51655053352,current
197380,51655070926,current
197380,51655070952,current
197380,51655092652,current
197380,52959046301,current
197380,52959046330,current
197380,52959046360,current
197380,54348016830,current
197380,55154551100,current
197380,58864074930,current
197380,58864074990,current
197380,60429002710,current
197380,60429002790,current
197380,60687060501,current
197380,60687060511,current
197380,60760043730,current
197380,60760043790,current
197380,60760078790,current
197380,61919025630,current
197380,61919027930,current
197380,61919027960,current
197380,61919027990,current
197380,61919058160,current
197380,61919091471,current
197380,63187053710,current
197380,63187053730,current
197380,63187053760,current
197380,63187053790,current
197380,63304062101,current
197380,63304062110,current
197380,63629178501,current
197380,63629178502,current
197380,63629178503,current
197380,64980043701,current
197380,64980043710,current
197380,65841002201,current
197380,65841002210,current
197380,65841002216,current
197380,65841002224,current
197380,65841002240,current
197380,65862016801,current
197380,65862016899,current
197380,66336058730,current
197380,67046066303,current
197380,67544016130,current
197380,67544024030,current
197380,67544024045,current
197380,67544024060,current
197380,67544024080,current
197380,67544024092,current
197380,68071452603,current
197380,68071452605,current
197380,68071452606,current
197380,68071452608,current
197380,68071452609,current
197380,68071453803,current
197380,68071453805,current
197380,68071453806,current
197380,68071453808,current
197380,68071453809,current
197380,68382002201,current
197380,68382002210,current
197380,68382002216,current
197380,68382002224,current
197380,68382002240,current
197380,68788787601,current
197380,68788787603,current
197380,68788787606,current
197380,68788787609,current
197380,68788852701,current
197380,68788852703,current
197380,68788852706,current
197380,68788852709,current
197380,68788873901,current
197380,68788873903,current
197380,68788873906,current
197380,68788873909,current
197380,70518353100,current
197380,70518353101,current
197380,70518353102,current
197380,70518428700,current
197380,70934017790,current
197380,71205009610,current
197380,71205009630,current
197380,71205009660,current
197380,71205009690,current
197380,71335153501,current
197380,71335153502,current
197380,71335153503,current
197380,71335153504,current
197380,71335153505,current
197380,71335153506,current
197380,71335153507,current
197380,71335161601,current
197380,71335161602,current
197380,71335161603,current
197380,71335161604,current
197380,71335161605,current
197380,71335161606,current
197380,71335961101,current
197380,71335961102,current
197380,71335961103,current
197380,71335961104,current
197380,71335961105,current
197380,71335961106,current
197380,71335961107,current
197380,71610065830,current
197380,71610065845,current
197380,71610065860,current
197380,71610065880,current
197380,71610065892,current
197380,71610085730,current
197380,71610085745,current
197380,71610085753,current
197380,71610085760,current
197380,71610085780,current
197380,72162232400,current
197380,72162232409,current
197380,72189014630,current
197380,72189014660,current
197380,72189014690,current
197380,72189039630,current
197380,72189039690,current
197380,75834028100,current
197380,83980002201,current
197380,83980002210,current
197380,83980002297,current
197380,87063017701,current
197380,87063017730,current
197380,87063017760,current
197380,87063017790,current
197381,00093075201,current
197381,00093075210,current
197381,00378023101,current
197381,00378023110,current
197381,00615837305,current
197381,00615837330,current
197381,00615837339,current
197381,00781150601,current
197381,00781150610,current
197381,00781522501,current
197381,00781522510,current
197381,13411016901,current
197381,13411016903,current
197381,13411016906,current
197381,13411016909,current
197381,13411016910,current
197381,29300041101,current
197381,29300041105,current
197381,29300041110,current
197381,33358003800,current
197381,33358003830,current
197381,33358003860,current
197381,42708001230,current
197381,42708014330,current
197381,42708016230,current
197381,43063076530,current
197381,43063076590,current
197381,43353083430,current
197381,43353083445,current
197381,43353083460,current
197381,43353083473,current
197381,43353083480,current
197381,43353093930,current
197381,43353093945,current
197381,43353093960,current
197381,43353093973,current
197381,43353093980,current
197381,48433000501,current
197381,48433000520,current
197381,50090044200,current
197381,50090044201,current
197381,50090044204,current
197381,50090044207,current
197381,50090044208,current
197381,50090281100,current
197381,50090304300,current
197381,50090304301,current
197381,50090304304,current
197381,50090304307,current
197381,50090304308,current
197381,50090523300,current
197381,50090523308,current
197381,50090536300,current
197381,50090536301,current
197381,50090536304,current
197381,50090536307,current
197381,50090536308,current
197381,50090536700,current
197381,50090536701,current
197381,50090536707,current
197381,50090536708,current
197381,50090574100,current
197381,50090574101,current
197381,50090574104,current
197381,50090574107,current
197381,50090574108,current
197381,50090677900,current
197381,50090756100,current
197381,50090784700,current
197381,50742010201,current
197381,50742010210,current
197381,51079068401,current
197381,51079068417,current
197381,51079068419,current
197381,51079068420,current
197381,51079068463,current
197381,51655092752,current
197381,51655092826,current
197381,51655092852,current
197381,52959025300,current
197381,52959025320,current
197381,52959025330,current
197381,52959025340,current
197381,52959025390,current
197381,53489052910,current
197381,54348014230,current
197381,55154545500,current
197381,58864006501,current
197381,58864006530,current
197381,60429002510,current
197381,60429002590,current
197381,60760064330,current
197381,60760064390,current
197381,61919025730,current
197381,61919025790,current
197381,61919093530,current
197381,61919093560,current
197381,61919093590,current
197381,62584046780,current
197381,62584046785,current
197381,62645030110,current
197381,63187020130,current
197381,63187071030,current
197381,63187071060,current
197381,63187071090,current
197381,63304062201,current
197381,63304062210,current
197381,63629174001,current
197381,63629174002,current
197381,63629174003,current
197381,64980043801,current
197381,64980043810,current
197381,65841002301,current
197381,65841002302,current
197381,65841002310,current
197381,65841002316,current
197381,65841002324,current
197381,65841002340,current
197381,65862016901,current
197381,65862016999,current
197381,66267003130,current
197381,66267003160,current
197381,66336071930,current
197381,67046084303,current
197381,68071369401,current
197381,68071383001,current
197381,68071383009,current
197381,68071452701,current
197381,68071452703,current
197381,68071452706,current
197381,68071452709,current
197381,68071455301,current
197381,68382002301,current
197381,68382002302,current
197381,68382002310,current
197381,68382002316,current
197381,68382002324,current
197381,68382002340,current
197381,68387053830,current
197381,68645049354,current
197381,68645058554,current
197381,68788761601,current
197381,68788761603,current
197381,68788761606,current
197381,68788761609,current
197381,68788883401,current
197381,68788883403,current
197381,68788883406,current
197381,68788883409,current
197381,70518303600,current
197381,70518303601,current
197381,70518303602,current
197381,70518303603,current
197381,70934014230,current
197381,71205022930,current
197381,71205022960,current
197381,71205022990,current
197381,71205049630,current
197381,71205049660,current
197381,71205049690,current
197381,71335091201,current
197381,71335091202,current
197381,71335091203,current
197381,71335091204,current
197381,71335091205,current
197381,71335091206,current
197381,71335095401,current
197381,71335095402,current
197381,71335095403,current
197381,71335095404,current
197381,71335095405,current
197381,71335095406,current
197381,71335095407,current
197381,71610086130,current
197381,71610086145,current
197381,71610086160,current
197381,71610086173,current
197381,71610086180,current
197381,72162232500,current
197381,72162232509,current
197381,72189013530,current
197381,72189013590,current
197381,72789014430,current
197381,72789014490,current
197381,75834028200,current
197381,83008005230,current
197381,83980002301,current
197381,83980002310,current
197381,83980002397,current
197381,87063017801,current
197381,87063017830,current
197381,87063017860,current
197381,87063017890,current
197454,00093224001,current
197454,59651078401,current
197454,67877089201,current
197511,00143992701,current
197511,00143992705,current
197511,00143992730,current
197511,00182263101,current
197511,00378709701,current
197511,00440729006,current
197511,10135047401,current
197511,16252051401,current
197511,16571041110,current
197511,16714065102,current
197511,43063041006,current
197511,43063041010,current
197511,43063041012,current
197511,43063041014,current
197511,43063041020,current
197511,43547068810,current
197511,45865044030,current
197511,45865044051,current
197511,45865044060,current
197511,45865044090,current
197511,50090168503,current
197511,50090214600,current
197511,50090214601,current
197511,50090214602,current
197511,50090214603,current
197511,50090460000,current
197511,50090460001,current
197511,50090460002,current
197511,50090460003,current
197511,50090537100,current
197511,50090537101,current
197511,50090729700,current
197511,50090729701,current
197511,50090729702,current
197511,50090729703,current
197511,50090758100,current
197511,51079018101,current
197511,51079018120,current
197511,51079040201,current
197511,51079040220,current
197511,51407077501,current
197511,51655008620,current
197511,51655008684,current
197511,51655052502,current
197511,51655052506,current
197511,52959073906,current
197511,52959073910,current
197511,52959073914,current
197511,52959073920,current
197511,52959073930,current
197511,54348066206,current
197511,54348066214,current
197511,55111012601,current
197511,55111012605,current
197511,55700027906,current
197511,55700027910,current
197511,55700027914,current
197511,55700027920,current
197511,55887090406,current
197511,55887090410,current
197511,55887090414,current
197511,58657067501,current
197511,58864080606,current
197511,58864080614,current
197511,58864080620,current
197511,59651086601,current
197511,59651086620,current
197511,59651086630,current
